iter	Logloss
542	0.3876501083
543	0.3874048615
544	0.3871972656
545	0.3869994354
546	0.3866974258
547	0.3864034653
548	0.3860159302
549	0.3857075119
550	0.3855195618
551	0.3854679108
552	0.3852869034
553	0.385124054
554	0.3848514175
555	0.3846136093
556	0.3843550491
557	0.3840367126
558	0.3838511658
559	0.3836113739
560	0.3834350586
561	0.3832349014
562	0.3830307007
563	0.3828996277
564	0.3827083588
565	0.382502594
566	0.3821378708
567	0.3818093872
568	0.3817323685
569	0.3816166687
570	0.381215744
571	0.3808519745
572	0.3806428528
573	0.3804672241
574	0.3802830505
575	0.380108223
576	0.3798377609
577	0.3797340775
578	0.379516449
579	0.3793703461
580	0.3792447662
581	0.3788893127
582	0.3786566925
583	0.3785520935
584	0.3783242035
585	0.3780811691
586	0.3777005768
587	0.3774673462
588	0.3771716309
589	0.3769283295
590	0.3766829681
591	0.3765145874
592	0.3763449097
593	0.3761680222
594	0.3760422897
595	0.3757312393
596	0.375382309
597	0.3750159454
598	0.3746255112
599	0.3744369507
600	0.374279747
601	0.3742012024
602	0.3740842438
603	0.3736058044
604	0.373403244
605	0.3732255936
606	0.3730038452
607	0.3728538513
608	0.37273983
609	0.3726618576
610	0.3724845123
611	0.3722770691
612	0.3720864105
613	0.3719502258
614	0.3716921616
615	0.3714729309
616	0.3713145447
617	0.3711401749
618	0.3709323883
619	0.3708290482
620	0.3705036926
621	0.3702336121
622	0.3700563049
623	0.3699598694
624	0.369778862
625	0.3695702362
626	0.3693047333
627	0.3688990784
628	0.3686341095
629	0.3684796906
630	0.3683131027
631	0.3680220795
632	0.36765728
633	0.3675279236
634	0.3673775482
635	0.367154541
636	0.3668183517
637	0.3665694809
638	0.3662579727
639	0.3659391785
640	0.3656440735
641	0.3654563141
642	0.365169487
643	0.3650920105
644	0.3648935699
645	0.3645362854
646	0.3641458893
647	0.3638264084
648	0.3636434174
649	0.3635008621
650	0.3633576202
651	0.3633062744
652	0.36309021
653	0.3629884338
654	0.3629099274
655	0.3626934052
656	0.3623642731
657	0.3622395325
658	0.3619430923
659	0.3617734528
660	0.3614772034
661	0.3612150955
662	0.3610972595
663	0.3609912872
664	0.3607036209
665	0.3604503632
666	0.36027565
667	0.3601327896
668	0.3600213623
669	0.3599427032
670	0.3597912598
671	0.3596374512
672	0.3593505096
673	0.3592266083
674	0.3589075089
675	0.3587213135
676	0.3585417938
677	0.3584004211
678	0.3580853271
679	0.3579263306
680	0.3577496338
681	0.3576276779
682	0.3574346542
683	0.357127533
684	0.3569700623
685	0.3567150116
686	0.3565021133
687	0.3562527466
688	0.356088562
689	0.3559306335
690	0.3556425476
691	0.3554229355
692	0.3552874756
693	0.3551641846
694	0.354781723
695	0.3544096375
696	0.3541292572
697	0.3539987183
698	0.3537589264
699	0.3535188675
700	0.353278656
701	0.3530527115
702	0.3528712463
703	0.3527395248
704	0.3524446106
705	0.3521297455
706	0.3518048096
707	0.3516015244
708	0.3513795853
709	0.3511507416
710	0.3509735489
711	0.3507221222
712	0.3505046082
713	0.3503547668
714	0.3502351761
715	0.3500269318
716	0.3498123932
717	0.3494823456
718	0.3492908478
719	0.3490391159
720	0.348733139
721	0.3486135864
722	0.3484231567
723	0.3480595016
724	0.3478855133
725	0.3477646637
726	0.3475260162
727	0.3473926163
728	0.3472160339
729	0.3470321655
730	0.3468254852
731	0.3466210937
732	0.3463731384
733	0.3462286758
734	0.3459844971
735	0.34580616
736	0.3455451965
737	0.3453867722
738	0.3451253128
739	0.3449268723
740	0.3447293091
741	0.3444854355
742	0.3441471863
743	0.3439147186
744	0.3436662292
745	0.3434686661
746	0.3430534744
747	0.3427385712
748	0.3425823975
749	0.3422900009
750	0.3419629669
751	0.341873703
752	0.3417572403
753	0.3416252899
754	0.3415045166
755	0.3411248398
756	0.3409673691
757	0.3408234406
758	0.3405942535
759	0.3403898621
760	0.3400819397
761	0.3398768997
762	0.339681015
763	0.3393425751
764	0.3392285156
765	0.3390715027
766	0.3388070679
767	0.3386034393
768	0.3384684753
769	0.3383058167
770	0.3380342102
771	0.3378102112
772	0.3374367523
773	0.3372796249
774	0.3370922089
775	0.3368653107
776	0.3364176941
777	0.3360475922
778	0.3358443451
779	0.3357225037
780	0.3355183029
781	0.3353375244
782	0.3351665115
783	0.3349098587
784	0.3347678375
785	0.3344416046
786	0.3342841721
787	0.3341884995
788	0.3340832901
789	0.3339704132
790	0.3338687134
791	0.3336511993
792	0.3333686066
793	0.3333253098
794	0.3331919098
795	0.3330168152
796	0.3327859497
797	0.3326036072
798	0.3323442078
799	0.3320883179
800	0.3318839264
801	0.3316100311
802	0.3315229034
803	0.3312884521
804	0.3310450745
805	0.3308423233
806	0.3307482147
807	0.3305496979
808	0.3304319382
809	0.3301626587
810	0.329978714
811	0.3297426987
812	0.3295191956
813	0.3293058014
814	0.3291056824
815	0.3289067078
816	0.328624115
817	0.3283740997
818	0.3281725311
819	0.3278902817
820	0.3274860382
821	0.327220192
822	0.3270549774
823	0.3268355942
824	0.3266727448
825	0.3264518356
826	0.3262373734
827	0.3259868622
828	0.3257601929
829	0.3255194473
830	0.3253683472
831	0.325177002
832	0.3250124359
833	0.3247097778
834	0.3245915985
835	0.3244010162
836	0.3242185211
837	0.3239937592
838	0.3238318634
839	0.3236932373
840	0.3235646439
841	0.3234168625
842	0.3232524872
843	0.3230649948
844	0.3229708862
845	0.322791214
846	0.3225652695
847	0.3223891449
848	0.3220991898
849	0.3218266296
850	0.3216405487
851	0.3214888763
852	0.3214448547
853	0.321230278
854	0.321103096
855	0.320960083
856	0.3206059265
857	0.3202577591
858	0.3201440811
859	0.3199015045
860	0.3197394562
861	0.3195191574
862	0.3193612671
863	0.3192293358
864	0.3191114044
865	0.3186909103
866	0.3182659912
867	0.3180301476
868	0.3178050995
869	0.3175369835
870	0.3173527145
871	0.3171425629
872	0.3169798279
873	0.3168535233
874	0.3167195129
875	0.3165301895
876	0.3162550735
877	0.3160808372
878	0.315942421
879	0.3157501602
880	0.3154351616
881	0.315137558
882	0.3149432373
883	0.3148072433
884	0.3145665932
885	0.3144069099
886	0.3140825844
887	0.3139095497
888	0.3135215569
889	0.313388443
890	0.3130953789
891	0.312831459
892	0.3125379181
893	0.3123435593
894	0.3122035027
895	0.3120635414
896	0.3117608643
897	0.3115353394
898	0.3113928223
899	0.3112105751
900	0.3110485458
901	0.3108121872
902	0.3107052803
903	0.3105644417
904	0.3103886414
905	0.3102054977
906	0.3099241638
907	0.3097047997
908	0.3095369339
909	0.3093094254
910	0.3091499901
911	0.3089798546
912	0.308791275
913	0.3086954689
914	0.3085938644
915	0.3083460999
916	0.3081905746
917	0.3080235481
918	0.3077795029
919	0.3076033401
920	0.3074436569
921	0.3072649765
922	0.3070773125
923	0.3068770599
924	0.3066399765
925	0.3064740944
926	0.3062905312
927	0.3061818695
928	0.3059784317
929	0.3057466698
930	0.3055144882
931	0.3052300835
932	0.3049872398
933	0.3048419952
934	0.3047389984
935	0.3045829201
936	0.3042272949
937	0.3039814758
938	0.3036302948
939	0.3034396744
940	0.303242569
941	0.3030634117
942	0.3027892876
943	0.3025245285
944	0.3022964859
945	0.3021087265
946	0.3019335365
947	0.301774559
948	0.3015163803
949	0.30121521
950	0.3010191727
951	0.3008205986
952	0.3005710983
953	0.3002836609
954	0.3001727295
955	0.2999586487
956	0.2997792816
957	0.2995415497
958	0.2993008232
959	0.2991567612
960	0.2990447617
961	0.2988268471
962	0.2986875153
963	0.2984384727
964	0.2982529449
965	0.2980666351
966	0.2979276276
967	0.2976113129
968	0.2973907661
969	0.297208786
970	0.2970330048
971	0.2969516373
972	0.2968088531
973	0.2966687393
974	0.2965732002
975	0.2964469147
976	0.2962764359
977	0.2961050606
978	0.2959840393
979	0.2958556747
980	0.2956145096
981	0.2954534149
982	0.2953206825
983	0.2950721359
984	0.2948456192
985	0.2947015572
986	0.2946190834
987	0.2945560455
988	0.2943422699
989	0.2941480255
990	0.2939985275
991	0.2938534164
992	0.2936383438
993	0.2933999634
994	0.2932045555
995	0.2930344772
996	0.292916832
997	0.2927252197
998	0.2925719643
999	0.2923384094
